section_num,district,address,phone,judge_name,schedule,boundary_text
2,Советский район,"603950, г. Н.Новгород, ул. Пушкина, 29-а",4395570,Тоненкова Ольга Александровна	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Помощник мирового судьи в течение всего рабочего дня
Границы участка: Улицы: Артельная, Бекетова - дома с N 1 по N 11 (нечетная сторона) и с N 2 по N 12 (четная сторона), Братьев Игнатовых, Ворсменская, Врубская, Гагарина - дома с N 16 по N 66 (четная сторона), с N 17 по N 35 (нечетная сторона), Гейне, Горбатовская, Грачевская, Косогорная, Краснозвездная, Лыжная, Манежная, Марьина Роща, Медицинская - дома с N 2 по N 26 (четная сторона), Мельникова-Печерского, Нартова, Охотничья, Пушкина - дома с N 17 по N 37 (нечетная сторона) и с N 28 по N 36 (четная сторона), Рузаевская, Светлогорская, Смирновская, Сорочинская, Сурская, Сухореченская, Щепкина, Щелковская. Переулки: Артельный, Кладбищенский, Светлогорский. Проезды: Кладбищенский, Конный, Светлогорский. Поселок Слуда.","Улицы: Артельная, Бекетова - дома с N 1 по N 11 (нечетная сторона) и с N 2 по N 12 (четная сторона), Братьев Игнатовых, Ворсменская, Врубская, Гагарина - дома с N 16 по N 66 (четная сторона), с N 17 по N 35 (нечетная сторона), Гейне, Горбатовская, Грачевская, Косогорная, Краснозвездная, Лыжная, Манежная, Марьина Роща, Медицинская - дома с N 2 по N 26 (четная сторона), Мельникова-Печерского, Нартова, Охотничья, Пушкина - дома с N 17 по N 37 (нечетная сторона) и с N 28 по N 36 (четная сторона), Рузаевская, Светлогорская, Смирновская, Сорочинская, Сурская, Сухореченская, Щепкина, Щелковская. Переулки: Артельный, Кладбищенский, Светлогорский. Проезды: Кладбищенский, Конный, Светлогорский. Поселок Слуда."
3,Советский район,"603950, г. Н.Новгород, ул. Бекетова, 6-в",4651230,Ясникова Анастасия Вадимовна	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Прием ведет мировой судья судебного участка № 5 Советского района: понедельник, четверг 16.00-17.00; вторник, среда 08.00-09.00. Помощник мирового судьи в течение всего рабочего дня Границы участка: Улицы: Агрономическая - дома с N 105 и до конца улицы, с N 116 и до конца улицы, Анапская, Бекетова - дома с N 14 по N 92 (четная сторона), с N 13 по N 75 (нечетная сторона), Ванеева - дома с N 109 по N 225 (нечетная сторона) и до конца улицы, кроме дома N 111, Верхняя, Головнина, Горловская, Грузовая, Гужевая, Заярская, Кабардинская, Каменская, Клеверная, Крайняя, Кузнечихинская, Ладыжникова, Михайловская, Молдавская, Моховая, Норвежская, Ольховая, Плетневская, Проломная, Пушкина - дома с N 38 по N 54 (четная сторона), с N 39 по N 47 (нечетная сторона), Рукавишниковых, Рыбинская - дома с N 88 по N 118а (четная сторона), с N 69 по N 99 (нечетная сторона), Саврасова, Сибирцева, Уссурийская, Четверикова, Чукотская, Шорина, Юбилейная, Юная, Яснополянская. Переулки: Головнина, Кустовой, Мерный, Нартова, Прудный - дома с N 16 по N 24 (четная сторона), с N 17 по N 21 (нечетная сторона), 23, 23а, Свежий, Теплый. Проезды: Головнина, Клеверный, Кузнечихинский.","Улицы: Агрономическая - дома с N 105 и до конца улицы, с N 116 и до конца улицы, Анапская, Бекетова - дома с N 14 по N 92 (четная сторона), с N 13 по N 75 (нечетная сторона), Ванеева - дома с N 109 по N 225 (нечетная сторона) и до конца улицы, кроме дома N 111, Верхняя, Головнина, Горловская, Грузовая, Гужевая, Заярская, Кабардинская, Каменская, Клеверная, Крайняя, Кузнечихинская, Ладыжникова, Михайловская, Молдавская, Моховая, Норвежская, Ольховая, Плетневская, Проломная, Пушкина - дома с N 38 по N 54 (четная сторона), с N 39 по N 47 (нечетная сторона), Рукавишниковых, Рыбинская - дома с N 88 по N 118а (четная сторона), с N 69 по N 99 (нечетная сторона), Саврасова, Сибирцева, Уссурийская, Четверикова, Чукотская, Шорина, Юбилейная, Юная, Яснополянская. Переулки: Головнина, Кустовой, Мерный, Нартова, Прудный - дома с N 16 по N 24 (четная сторона), с N 17 по N 21 (нечетная сторона), 23, 23а, Свежий, Теплый. Проезды: Головнина, Клеверный, Кузнечихинский."
4,"Часы приема граждан и организаций Прием ведет мировой судья судебного участка № 5 Советского района: понедельник, четверг 16.00-17.00; вторник, среда 08.00-09.00. Помощник мирового судьи в течение всего рабочего дня Границы участка: Улицы: Агрономическая - дома с N 105 и до конца улицы, с N 116 и до конца улицы, Анапская, Бекетова - дома с N 14 по N 92 (четная сторона), с N 13 по N 75 (нечетная сторона), Ванеева - дома с N 109 по N 225 (нечетная сторона) и до конца улицы, кроме дома N 111, Верхняя, Головнина, Горловская, Грузовая, Гужевая, Заярская, Кабардинская, Каменская, Клеверная, Крайняя, Кузнечихинская, Ладыжникова, Михайловская, Молдавская, Моховая, Норвежская, Ольховая, Плетневская, Проломная, Пушкина - дома с N 38 по N 54 (четная сторона), с N 39 по N 47 (нечетная сторона), Рукавишниковых, Рыбинская - дома с N 88 по N 118а (четная сторона), с N 69 по N 99 (нечетная сторона), Саврасова, Сибирцева, Уссурийская, Четверикова, Чукотская, Шорина, Юбилейная, Юная, Яснополянская. Переулки: Головнина, Кустовой, Мерный, Нартова, Прудный - дома с N 16 по N 24 (четная сторона), с N 17 по N 21 (нечетная сторона), 23, 23а, Свежий, Теплый. Проезды: Головнина, Клеверный, Кузнечихинский.","603950, г. Н.Новгород, ул. Бекетова, 6-в",4651045,Гордеева Нелли Александровна	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Мировой судья: понедельник, четверг 16.00-17.00; вторник, среда 08.00-09.00. Помощник мирового судьи в течение всего рабочего дня
Границы участка: Площадь Советская. Улицы: Бориса Корнилова, Ванеева - дома с N 74 по N 94 (четная сторона), Васюнина, Ивлиева - дома с N 2 по N 22 (четная сторона), с N 1 по N 21 (нечетная сторона), Н. Сусловой.","Площадь Советская. Улицы: Бориса Корнилова, Ванеева - дома с N 74 по N 94 (четная сторона), Васюнина, Ивлиева - дома с N 2 по N 22 (четная сторона), с N 1 по N 21 (нечетная сторона), Н. Сусловой."
5,"Часы приема граждан и организаций Прием ведет мировой судья судебного участка № 5 Советского района: понедельник, четверг 16.00-17.00; вторник, среда 08.00-09.00. Помощник мирового судьи в течение всего рабочего дня Границы участка: Улицы: Агрономическая - дома с N 105 и до конца улицы, с N 116 и до конца улицы, Анапская, Бекетова - дома с N 14 по N 92 (четная сторона), с N 13 по N 75 (нечетная сторона), Ванеева - дома с N 109 по N 225 (нечетная сторона) и до конца улицы, кроме дома N 111, Верхняя, Головнина, Горловская, Грузовая, Гужевая, Заярская, Кабардинская, Каменская, Клеверная, Крайняя, Кузнечихинская, Ладыжникова, Михайловская, Молдавская, Моховая, Норвежская, Ольховая, Плетневская, Проломная, Пушкина - дома с N 38 по N 54 (четная сторона), с N 39 по N 47 (нечетная сторона), Рукавишниковых, Рыбинская - дома с N 88 по N 118а (четная сторона), с N 69 по N 99 (нечетная сторона), Саврасова, Сибирцева, Уссурийская, Четверикова, Чукотская, Шорина, Юбилейная, Юная, Яснополянская. Переулки: Головнина, Кустовой, Мерный, Нартова, Прудный - дома с N 16 по N 24 (четная сторона), с N 17 по N 21 (нечетная сторона), 23, 23а, Свежий, Теплый. Проезды: Головнина, Клеверный, Кузнечихинский.","603950, г. Н.Новгород, ул. Пушкина, 29-а",4395327,Маркина Нелли Анатольевна	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Мировой судья: понедельник, четверг 16.00-17.00; вторник, среда 08.00-09.00. Помощник мирового судьи в течение всего рабочего дня
Границы участка: Улицы: Богородского, Ванеева - дома с N 96 по N 108 (четная сторона), Ивлиева - дома с N 24 по N 38 (четная сторона) и до конца улицы, с N 23 по N 31 (нечетная сторона), Козицкого, Шишкова, Эльтонская. Проезд Эльтонский.","Улицы: Богородского, Ванеева - дома с N 96 по N 108 (четная сторона), Ивлиева - дома с N 24 по N 38 (четная сторона) и до конца улицы, с N 23 по N 31 (нечетная сторона), Козицкого, Шишкова, Эльтонская. Проезд Эльтонский."
6,"Часы приема граждан и организаций Прием ведет мировой судья судебного участка № 5 Советского района: понедельник, четверг 16.00-17.00; вторник, среда 08.00-09.00. Помощник мирового судьи в течение всего рабочего дня Границы участка: Улицы: Агрономическая - дома с N 105 и до конца улицы, с N 116 и до конца улицы, Анапская, Бекетова - дома с N 14 по N 92 (четная сторона), с N 13 по N 75 (нечетная сторона), Ванеева - дома с N 109 по N 225 (нечетная сторона) и до конца улицы, кроме дома N 111, Верхняя, Головнина, Горловская, Грузовая, Гужевая, Заярская, Кабардинская, Каменская, Клеверная, Крайняя, Кузнечихинская, Ладыжникова, Михайловская, Молдавская, Моховая, Норвежская, Ольховая, Плетневская, Проломная, Пушкина - дома с N 38 по N 54 (четная сторона), с N 39 по N 47 (нечетная сторона), Рукавишниковых, Рыбинская - дома с N 88 по N 118а (четная сторона), с N 69 по N 99 (нечетная сторона), Саврасова, Сибирцева, Уссурийская, Четверикова, Чукотская, Шорина, Юбилейная, Юная, Яснополянская. Переулки: Головнина, Кустовой, Мерный, Нартова, Прудный - дома с N 16 по N 24 (четная сторона), с N 17 по N 21 (нечетная сторона), 23, 23а, Свежий, Теплый. Проезды: Головнина, Клеверный, Кузнечихинский.","603950, г. Н.Новгород, ул. Пушкина, 29-а",4345004,Широков Илья Геннадьевич	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Мировой судья: понедельник, четверг 16.00-17.00; вторник, среда 08.00-09.00. Помощник мирового судьи в течение всего рабочего дня
Границы участка: Улицы: Агрономическая - дома с N 2 по N 114 (четная сторона), с N 1 по N 103 (нечетная сторона), Балахонова, Балхашская, Белинского - дома с N 57 по N 107 (нечетная сторона), Бредихина, Ванеева - дома с N 2 по N 30 (четная сторона), 7, 13, 15, с N 25 по N 45 (нечетная сторона), 49, 53, 55, 57, Верхнеудинская, Вишневая, Внутриквартальная, Гаражная, Генкиной - дома с N 34 и до конца улицы (четная сторона), с N 39 и до конца улицы (нечетная сторона), Дунаева, Елховская, Звенигородская, Ижорская - дома с N 7 по N 37 (нечетная сторона), с N 12 по N 52 (четная сторона), Канашская, Карельская, Киевская, Красноводская, Невзоровых - дома с N 56 по N 100 и до конца улицы (четная сторона), с N 43 и до конца улицы (нечетная сторона), Одоевского, Панина - дома с N 2 по N 26 и до конца улицы (четная сторона), с N 5 по N 21 и до конца улицы (нечетная сторона), Полтавская, Пригородная, Республиканская - дома с N 17 по N 47 и до конца улицы (нечетная сторона), с N 20 по N 22а и до конца улицы (четная сторона), Родниковая, Розанова, Рыбинская - дома с N 1 по N 67 (нечетная сторона), с N 2 по N 86 (четная сторона), Савельевой, Сельская, Сильвина, Стеклова, Слободская, Тунгусская, Шацкая. Переулки: Вишневый, Высоковский, Гаражный, Звенигородский, Ижорский, Одоевского, Парниковый, Полтавский, Прудный - дома с N 2 по N 8 (четная сторона), с N 1 по N 15 (нечетная сторона). Проезды: Высоковский, Гаражный, Звенигородский, Третий.","Улицы: Агрономическая - дома с N 2 по N 114 (четная сторона), с N 1 по N 103 (нечетная сторона), Балахонова, Балхашская, Белинского - дома с N 57 по N 107 (нечетная сторона), Бредихина, Ванеева - дома с N 2 по N 30 (четная сторона), 7, 13, 15, с N 25 по N 45 (нечетная сторона), 49, 53, 55, 57, Верхнеудинская, Вишневая, Внутриквартальная, Гаражная, Генкиной - дома с N 34 и до конца улицы (четная сторона), с N 39 и до конца улицы (нечетная сторона), Дунаева, Елховская, Звенигородская, Ижорская - дома с N 7 по N 37 (нечетная сторона), с N 12 по N 52 (четная сторона), Канашская, Карельская, Киевская, Красноводская, Невзоровых - дома с N 56 по N 100 и до конца улицы (четная сторона), с N 43 и до конца улицы (нечетная сторона), Одоевского, Панина - дома с N 2 по N 26 и до конца улицы (четная сторона), с N 5 по N 21 и до конца улицы (нечетная сторона), Полтавская, Пригородная, Республиканская - дома с N 17 по N 47 и до конца улицы (нечетная сторона), с N 20 по N 22а и до конца улицы (четная сторона), Родниковая, Розанова, Рыбинская - дома с N 1 по N 67 (нечетная сторона), с N 2 по N 86 (четная сторона), Савельевой, Сельская, Сильвина, Стеклова, Слободская, Тунгусская, Шацкая. Переулки: Вишневый, Высоковский, Гаражный, Звенигородский, Ижорский, Одоевского, Парниковый, Полтавский, Прудный - дома с N 2 по N 8 (четная сторона), с N 1 по N 15 (нечетная сторона). Проезды: Высоковский, Гаражный, Звенигородский, Третий."
7,"Часы приема граждан и организаций Прием ведет мировой судья судебного участка № 5 Советского района: понедельник, четверг 16.00-17.00; вторник, среда 08.00-09.00. Помощник мирового судьи в течение всего рабочего дня Границы участка: Улицы: Агрономическая - дома с N 105 и до конца улицы, с N 116 и до конца улицы, Анапская, Бекетова - дома с N 14 по N 92 (четная сторона), с N 13 по N 75 (нечетная сторона), Ванеева - дома с N 109 по N 225 (нечетная сторона) и до конца улицы, кроме дома N 111, Верхняя, Головнина, Горловская, Грузовая, Гужевая, Заярская, Кабардинская, Каменская, Клеверная, Крайняя, Кузнечихинская, Ладыжникова, Михайловская, Молдавская, Моховая, Норвежская, Ольховая, Плетневская, Проломная, Пушкина - дома с N 38 по N 54 (четная сторона), с N 39 по N 47 (нечетная сторона), Рукавишниковых, Рыбинская - дома с N 88 по N 118а (четная сторона), с N 69 по N 99 (нечетная сторона), Саврасова, Сибирцева, Уссурийская, Четверикова, Чукотская, Шорина, Юбилейная, Юная, Яснополянская. Переулки: Головнина, Кустовой, Мерный, Нартова, Прудный - дома с N 16 по N 24 (четная сторона), с N 17 по N 21 (нечетная сторона), 23, 23а, Свежий, Теплый. Проезды: Головнина, Клеверный, Кузнечихинский.","603950, г. Н.Новгород, ул. Бекетова, 6-в",4122036,Заплатина Марина Михайловна	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Мировой судья: понедельник, четверг 16.00-17.00; вторник, среда 08.00-09.00. Помощник мирового судьи в течение всего рабочего дня
Границы участка: Улицы: Ашхабадская, Барминская, Белинского - дома с N 1 по N 55 (нечетная сторона), Ванеева - дома N 9, 11, с N 19 по N 23 (нечетная сторона), 47, 51, с N 57 по N 107 (нечетная сторона), с N 32 по N 40 (четная сторона), Ветеринарная, Гагарина - дома с N 1 по N 13 (нечетная сторона), 13а, с N 2 по N 14 (четная сторона), Генкиной - дома с N 1 по N 37 (нечетная сторона), с N 2 по N 32 (четная сторона), Елецкая, Енисейская, Кадочка, Красносельская (нечетная сторона), Кулибина, Ломоносова, М.Ямская - дома с N 74 по N 76 (четная сторона), Невзоровых - дома с N 1 по N 41 (нечетная сторона), с N 2 по N 54 (четная сторона), 1-я Оранжерейная, Ошарская - дома с N 53 по N 93а (нечетная сторона) и с N 64 по N 108 (четная сторона), Панина - дома N 1а, 3, Пушкина - дома с N 1 по N 15 (нечетная сторона), с N 2 по N 26 (четная сторона), Республиканская - дома с N 1 по N 15 (нечетная сторона), с N 6 по N 10 (четная сторона), Салганская, Серафимовича, Студеная - дома с N 68 по N 80 (четная сторона), Студенческая, Тверская - дома с N 17 по N 25 (нечетная сторона), с N 12 по N 22 (четная сторона), Тимирязева, Цветочная. Переулки: Оранжерейный, Охотский, Ошарский, Плодовый, Серафимовича, Студенческий, Чигорина. Проезд Тверской. Съезд Окский. Тупик Оранжерейный. Поселки: Западный Городок, Коммунальный поселок.

Сормовский район","Улицы: Ашхабадская, Барминская, Белинского - дома с N 1 по N 55 (нечетная сторона), Ванеева - дома N 9, 11, с N 19 по N 23 (нечетная сторона), 47, 51, с N 57 по N 107 (нечетная сторона), с N 32 по N 40 (четная сторона), Ветеринарная, Гагарина - дома с N 1 по N 13 (нечетная сторона), 13а, с N 2 по N 14 (четная сторона), Генкиной - дома с N 1 по N 37 (нечетная сторона), с N 2 по N 32 (четная сторона), Елецкая, Енисейская, Кадочка, Красносельская (нечетная сторона), Кулибина, Ломоносова, М.Ямская - дома с N 74 по N 76 (четная сторона), Невзоровых - дома с N 1 по N 41 (нечетная сторона), с N 2 по N 54 (четная сторона), 1-я Оранжерейная, Ошарская - дома с N 53 по N 93а (нечетная сторона) и с N 64 по N 108 (четная сторона), Панина - дома N 1а, 3, Пушкина - дома с N 1 по N 15 (нечетная сторона), с N 2 по N 26 (четная сторона), Республиканская - дома с N 1 по N 15 (нечетная сторона), с N 6 по N 10 (четная сторона), Салганская, Серафимовича, Студеная - дома с N 68 по N 80 (четная сторона), Студенческая, Тверская - дома с N 17 по N 25 (нечетная сторона), с N 12 по N 22 (четная сторона), Тимирязева, Цветочная. Переулки: Оранжерейный, Охотский, Ошарский, Плодовый, Серафимовича, Студенческий, Чигорина. Проезд Тверской. Съезд Окский. Тупик Оранжерейный. Поселки: Западный Городок, Коммунальный поселок.

Сормовский район"
1,Сормовский район,"603950, г. Н.Новгород, ул. Василия Иванова, 56-а",2273877,Шутов Александр Валерьевич	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Помощник мирового судьи в течение всего рабочего дня
Границы участка: Улицы: Академика Вавилова, Алебастровая, Александра Невского, Андреева, Беринга, Биробиджанская, Богатырская, Большая Починковская, Боровая, Бутырская, Волжская, Волховская, Выселочная, Добровольцев, Дубравная, Заболотная, Заливная, Земледельческая, Землячки, КИМа, Кленовая, Клинкерная, Комитетская, Конноармейская, Котова, Красногорская, Краснодарская, Красносормовская, Лизы Чайкиной, 1-я линия, 2-я линия, Ложкарная, Лунская, Ляпина, Марины Расковой, Меднолитейная, Метро, Минеральная, Мунина, Мышьяковская, Новосельская, Новые пески, Новые Полянки, Обрубная, Озерная, Олега Кошевого, Парашютистов, Перова, Планетная, Полесская, Ползунова, Полянская, 2-я Починковская, Ровная, Рябиновая, Светлая, Старая Канава, Старые пески, Стекольная, Судовая, Танкистов, Трансформаторная, Ужгородская, Узорная, Унжинская, Хальзовская, Хвойная, Храмова, Цилиндровая, Якова Шишкина, Ясная. Переулки: Дубенский, Керамический, Копосовский, Кровельный, Крутой, Общественный, Сокольнический, Футбольный.","Улицы: Академика Вавилова, Алебастровая, Александра Невского, Андреева, Беринга, Биробиджанская, Богатырская, Большая Починковская, Боровая, Бутырская, Волжская, Волховская, Выселочная, Добровольцев, Дубравная, Заболотная, Заливная, Земледельческая, Землячки, КИМа, Кленовая, Клинкерная, Комитетская, Конноармейская, Котова, Красногорская, Краснодарская, Красносормовская, Лизы Чайкиной, 1-я линия, 2-я линия, Ложкарная, Лунская, Ляпина, Марины Расковой, Меднолитейная, Метро, Минеральная, Мунина, Мышьяковская, Новосельская, Новые пески, Новые Полянки, Обрубная, Озерная, Олега Кошевого, Парашютистов, Перова, Планетная, Полесская, Ползунова, Полянская, 2-я Починковская, Ровная, Рябиновая, Светлая, Старая Канава, Старые пески, Стекольная, Судовая, Танкистов, Трансформаторная, Ужгородская, Узорная, Унжинская, Хальзовская, Хвойная, Храмова, Цилиндровая, Якова Шишкина, Ясная. Переулки: Дубенский, Керамический, Копосовский, Кровельный, Крутой, Общественный, Сокольнический, Футбольный."
2,Сормовский район,"603950, г. Н.Новгород, ул. Василия Иванова, 56-а",2712101,Антонов Михаил Вячеславович	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Помощник мирового судьи в течение всего рабочего дня
Границы участка: Проспект Союзный. Улицы: Баррикад, Батарейная, Беговая, Бугристая, Вахтангова, Верхоянская, Восстания, Вузовская, Ефремова - дома с № 8 по № 12, 17, Замкнутая, Износкова, Коминтерна - дома с № 123 по № 223 (нечетная сторона), с № 178 по № 346 (четная сторона), Кунгурская, Локомотивная, Ногина, Осетинская, Песочная, Радищева, Рубинчика, Свободы, Силикатная, Скосырева, Сутырина, Фрезерная, Фурманова, Холмистая, Чайковского. (в ред. Закона области от 05.09.2012 № 120-З) Переулки: Автогенный, Арматурный, Армейский, Котельный, Пензенский, Погрузной, Собиновский, Сочинский, Союзный, Сталелитейный, Трубный, Черкасский, Чугунный, Шхунный.","Проспект Союзный. Улицы: Баррикад, Батарейная, Беговая, Бугристая, Вахтангова, Верхоянская, Восстания, Вузовская, Ефремова - дома с № 8 по № 12, 17, Замкнутая, Износкова, Коминтерна - дома с № 123 по № 223 (нечетная сторона), с № 178 по № 346 (четная сторона), Кунгурская, Локомотивная, Ногина, Осетинская, Песочная, Радищева, Рубинчика, Свободы, Силикатная, Скосырева, Сутырина, Фрезерная, Фурманова, Холмистая, Чайковского. (в ред. Закона области от 05.09.2012 № 120-З) Переулки: Автогенный, Арматурный, Армейский, Котельный, Пензенский, Погрузной, Собиновский, Сочинский, Союзный, Сталелитейный, Трубный, Черкасский, Чугунный, Шхунный."
3,Сормовский район,"603950, г. Н.Новгород, ул. Василия Иванова, 56-а",2719264,Усынкина Алевтина Алексеевна	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Помощник мирового судьи в течение всего рабочего дня
Границы участка: Улицы: Боевых Дружин, Васенко, Вождей Революции, Д. Павлова, Ефремова - дома с N 1 по N 7, 13, Исполкома, Культуры - дома с N 2 по N 6а, Коминтерна - дома N 115, с N 164 по N 176 (четная сторона), Л. Толстого, Марксистская, Новосоветская, П. Мочалова, Пржевальского, Пугачева, Римского-Корсакова, Свирская, Судостроительная, Щербакова. Переулок Хмелева.","Улицы: Боевых Дружин, Васенко, Вождей Революции, Д. Павлова, Ефремова - дома с N 1 по N 7, 13, Исполкома, Культуры - дома с N 2 по N 6а, Коминтерна - дома N 115, с N 164 по N 176 (четная сторона), Л. Толстого, Марксистская, Новосоветская, П. Мочалова, Пржевальского, Пугачева, Римского-Корсакова, Свирская, Судостроительная, Щербакова. Переулок Хмелева."
4,Сормовский район,"603950, г. Н.Новгород, ул. Василия Иванова, 56-а",2262107,Лебедев Дмитрий Николаевич	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Помощник мирового судьи в течение всего рабочего дня
Границы участка: Бульвар Юбилейный. Улицы: Белозерская, Большевистская, Ивановка, И. Чугурина, Калашникова, Карпинского, Коминтерна - дома с N 47 по N 77 (нечетная сторона), 158, 160, 162, Культуры - дома с N 7 по N 21, с N 93 по N 113, Н. Рыбакова, Труда, Энгельса. Переулок Мостовой.","Бульвар Юбилейный. Улицы: Белозерская, Большевистская, Ивановка, И. Чугурина, Калашникова, Карпинского, Коминтерна - дома с N 47 по N 77 (нечетная сторона), 158, 160, 162, Культуры - дома с N 7 по N 21, с N 93 по N 113, Н. Рыбакова, Труда, Энгельса. Переулок Мостовой."
5,Сормовский район,"603950, г. Н.Новгород, ул. Василия Иванова, 56-а",2719295,Удычак Майя Вячеславовна	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Помощник мирового судьи в течение всего рабочего дня
Границы участка: Улицы: Беломорская, Беляковская, Болотная, Гудронная, Достоевского, Коммуны, Коновалова, Коперника, Кузьмина, Лесорубная, Лобачевского, Магнитная, 8-е Марта, Островского, Рабфаковская, Сидорова, 2-я Стройка, Торфосклад, Торфяная, Травяная, Ударная, Федосеенко, Циолковского, Шимборского.","Улицы: Беломорская, Беляковская, Болотная, Гудронная, Достоевского, Коммуны, Коновалова, Коперника, Кузьмина, Лесорубная, Лобачевского, Магнитная, 8-е Марта, Островского, Рабфаковская, Сидорова, 2-я Стройка, Торфосклад, Торфяная, Травяная, Ударная, Федосеенко, Циолковского, Шимборского."
6,Сормовский район,"603950, г. Н.Новгород, ул. Василия Иванова, 56-а",2711818,Макарова Ольга Николаевна	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Помощник мирового судьи в течение всего рабочего дня
Границы участка: Проспект Кораблестроителей - дома N 6, 7, 9, 11а. Улицы: Иванова, Мокроусова, Светлоярская, Станиславского, Телеграфная.","Проспект Кораблестроителей - дома N 6, 7, 9, 11а. Улицы: Иванова, Мокроусова, Светлоярская, Станиславского, Телеграфная."
7,Сормовский район,"603950, г. Н.Новгород, ул. Василия Иванова, 56-а",2719261,Развозова Елена Васильевна	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Помощник мирового судьи в течение всего рабочего дня
Границы участка: Проспект Кораблестроителей - дома с N 1 по N 5, с N 8 по N 18 (четная сторона), с N 22 по N 44 (четная сторона), 45 (с корпусами). Улицы: Балахнинская, Баренца, Дизельная, Динамическая, Зайцева - дома N 1, 2, 3, 17 (с корпусами), 21, 22, 24, Канавная, Машинная, Наклонная, Опочная, Планировочная, Победная, Портальная, Рудничная, Стрелковая, Формовочная, Фубровская.","Проспект Кораблестроителей - дома с N 1 по N 5, с N 8 по N 18 (четная сторона), с N 22 по N 44 (четная сторона), 45 (с корпусами). Улицы: Балахнинская, Баренца, Дизельная, Динамическая, Зайцева - дома N 1, 2, 3, 17 (с корпусами), 21, 22, 24, Канавная, Машинная, Наклонная, Опочная, Планировочная, Победная, Портальная, Рудничная, Стрелковая, Формовочная, Фубровская."
8,Сормовский район,"603950, г. Н.Новгород, ул. Василия Иванова, 56-а",2713003,Авдиенко Наталия Николаевна	Время работы с,"Время работы с 8-00 до 17-00, в пятницу до 16-00
Часы приема граждан и организаций Помощник мирового судьи в течение всего рабочего дня
Границы участка: Проспект Кораблестроителей - дома с N 15 по N 41 (нечетная сторона), 20. Улицы: Гаугеля, Героев Космоса, Зайцева - дома с N 4 по N 15, 19, 20, 23, 23/1.","Проспект Кораблестроителей - дома с N 15 по N 41 (нечетная сторона), 20. Улицы: Гаугеля, Героев Космоса, Зайцева - дома с N 4 по N 15, 19, 20, 23, 23/1."
